Name,Perm Id,Ric,STS,Tanker Zone,Type
Pulau Merlimau,77309533534,C}TS7309533534,0,Singapore,PORT
Pulau Muara Besar Offshore Terminal,77309933176,C}TS7309933176,0,N/A,BERTH
Pulau Muara Besar Terminal,77309857961,C}TS7309857961,0,N/A,BERTH
Pulau Sebarok,77309700320,C}TS7309700320,0,Singapore,PORT
Pulau Seraya Oil-fired Power Station,77309539823,C}TS7309539823,0,N/A,BERTH
Pulp / Wood Berths (mainly barges),77309542025,C}TS7309542025,0,N/A,BERTH
Pulupandan,77309531504,C}TS7309531504,0,Manila,PORT
Puma Energy Berth No.1 (Milford Haven),77309830464,C}TS7309830464,0,N/A,BERTH
Puma Energy Berth No.2 (Milford Haven),77309830465,C}TS7309830465,0,N/A,BERTH
Puma Energy Milford Haven,77309539759,C}TS7309539759,0,N/A,BERTH
"Punta Alvear Cargill (Rosario, AR)",77309870750,C}TS7309870750,0,N/A,BERTH
Punta Arenas,77309534686,C}TS7309534686,0,Cape Horn,PORT
Punta Camacho,77309533327,C}TS7309533327,0,Caribbean,PORT
Punta Cardon,77309532831,C}TS7309532831,0,Caribbean,PORT
Punta Cardon Anchorage,77309904858,C}TS7309904858,0,N/A,ANCHORAGE
Punta Cardon-Pier 1,77309729062,C}TS7309729062,0,N/A,BERTH
Punta Cardon-Pier 2,77309729063,C}TS7309729063,0,N/A,BERTH
Punta Cardon-Pier 3,77309729064,C}TS7309729064,0,N/A,BERTH
Punta Cardon-Pier 4,77309729065,C}TS7309729065,0,N/A,BERTH
Punta Chungo (Los Pelambres),77309542546,C}TS7309542546,0,N/A,BERTH
Punta Colonet,77309538934,C}TS7309538934,0,US West Coast,PORT
Punta Colorada,77309531896,C}TS7309531896,0,Argentina,PORT
Punta Cuchillo,77309532844,C}TS7309532844,0,Caribbean,PORT
Punta del Este,77309532376,C}TS7309532376,0,Buenos Aires,PORT
Punta Europa Gas Terminal,77309694761,C}TS7309694761,0,West Africa,PORT
Punta Europa Terminal,77309533546,C}TS7309533546,0,West Africa,PORT
Punta Gorda,77309534805,C}TS7309534805,0,Bahamas,PORT
Punta Langosta Cruise Pier,77309539643,C}TS7309539643,0,N/A,BERTH
Punta Langosteira (La Coruna),77309896726,C}TS7309896726,0,N/A,BERTH
Punta Lobitos,77309538335,C}TS7309538335,0,W Coast S America,PORT
Punta Palenque,77309537431,C}TS7309537431,0,Bahamas,PORT
Punta Palenque SBM,77309833411,C}TS7309833411,0,N/A,BERTH
Punta Patache,77309538226,C}TS7309538226,0,Chile,PORT
Punta Quilla,77309533555,C}TS7309533555,0,Argentina,PORT
Punta Totoralillo,77309538328,C}TS7309538328,0,'-,PORT
Puntarenas,77309534579,C}TS7309534579,0,Panama,PORT
Purfleet,77309534534,C}TS7309534534,0,UK Continent,PORT
Purging Euroservices Nitrogen Terminal,77309539855,C}TS7309539855,0,N/A,BERTH
Pusan East Container Terminal,77309541558,C}TS7309541558,0,N/A,BERTH
Puttalam Coal Terminal (Norochcholai),77309830640,C}TS7309830640,0,Colombo,PORT
Puttgarden (Fehmarn Island),77309539060,C}TS7309539060,0,Baltic,PORT
PWCS Kooragang Coal Terminal Berths 4-7,77309540364,C}TS7309540364,0,N/A,BERTH
Pyarnu,77309539154,C}TS7309539154,0,Baltic,PORT
Pylos,77309533259,C}TS7309533259,0,Greece,PORT
Pyongtaek,77309538747,C}TS7309538747,0,Korea,PORT
Pyongtaek - Berth1 TBN,77309826720,C}TS7309826720,0,N/A,BERTH
Pyongtaek Anchorage (also Incheon),77309543171,C}TS7309543171,0,N/A,ANCHORAGE
Pyongtaek Container Terminal (Dangjin),77309541678,C}TS7309541678,0,N/A,BERTH
Pyongtaek LNG Terminal,77309730877,C}TS7309730877,0,N/A,BERTH
Pyrenee (FPSO),77309564301,C}TS7309564301,0,Dampier,PORT
Pythagorio,77309533009,C}TS7309533009,0,East Med,PORT
Q Pier No.106 (Portland),77309830476,C}TS7309830476,0,N/A,BERTH
Qafco Umm Said / Mesaieed Fertiliser Works,77309539848,C}TS7309539848,0,N/A,BERTH
Qalhat,77309537443,C}TS7309537443,0,Arabian Gulf,PORT
Qalhat - LNG Jetty,77309556899,C}TS7309556899,0,N/A,BERTH
Qalhat - MOF Jetty (NGL / Condensate),77309556905,C}TS7309556905,0,N/A,BERTH
Qaqortoq,77309531620,C}TS7309531620,0,Iceland,PORT
Qasigiannguit,77309531548,C}TS7309531548,0,Iceland,PORT
Qasim International Container Terminal,77309541451,C}TS7309541451,0,N/A,BERTH
Qatar - Al Rayyan FSU,77309557080,C}TS7309557080,0,N/A,BERTH
Qeqertarsuaq,77309531579,C}TS7309531579,0,Iceland,PORT
Qidong,77309542854,C}TS7309542854,0,Shanghai,PORT
Qidong LNG Terminal,77309881585,C}TS7309881585,0,N/A,BERTH
Qingdao,77309534361,C}TS7309534361,0,Korea,PORT
Qingdao - Berth1 TBN,77309828274,C}TS7309828274,0,N/A,BERTH
Qingdao - Berth2 TBN,77309828275,C}TS7309828275,0,N/A,BERTH
Qingdao - Berth3 TBN,77309828276,C}TS7309828276,0,N/A,BERTH
Qingdao Bai Hai Shipyard,77309848564,C}TS7309848564,0,N/A,BERTH
Qingdao Bay Anchorage,77309542843,C}TS7309542843,0,N/A,ANCHORAGE
Qingdao Bulk facility,77309542308,C}TS7309542308,0,N/A,BERTH
Qingdao Cosport (Pier 52),77309541124,C}TS7309541124,0,N/A,BERTH
Qingdao Inner Anchorage,77309542844,C}TS7309542844,0,N/A,ANCHORAGE
Qingdao Lixing Chemical Berth 2,77309846729,C}TS7309846729,0,N/A,BERTH
Qingdao LNG Terminal (Shandong),77309753501,C}TS7309753501,0,N/A,BERTH
Qingdao Ore and Coal Terminal,77309540203,C}TS7309540203,0,N/A,BERTH
Qingdao Outer Anchorage,77309542845,C}TS7309542845,0,N/A,ANCHORAGE
Qingdao Qianwan Container Terminal (Phases 1-3),77309541524,C}TS7309541524,0,N/A,BERTH
Qingdao Qianwan United Container Terminal,77309541469,C}TS7309541469,0,N/A,BERTH
Qinhuangdao,77309534368,C}TS7309534368,0,Korea,PORT
Qinhuangdao - Berth1 TBN,77309829823,C}TS7309829823,0,N/A,BERTH
Qinhuangdao - Crude Oil Terminal,77309557425,C}TS7309557425,0,N/A,BERTH
Qinhuangdao Central Coal Terminal,77309564434,C}TS7309564434,0,N/A,BERTH
Qinhuangdao Eastern Anchorage (also: Shanhaiguan),77309543043,C}TS7309543043,0,N/A,ANCHORAGE
Qinhuangdao Grain Berth,77309826838,C}TS7309826838,0,N/A,BERTH
Qinhuangdao New Port Container Terminal,77309541489,C}TS7309541489,0,N/A,BERTH
Qinhuangdao Western Anchorage,77309543042,C}TS7309543042,0,N/A,ANCHORAGE
Qinhuangdao Western Coal Terminal,77309564433,C}TS7309564433,0,N/A,BERTH
Qinzhou,77309537445,C}TS7309537445,0,Canton,PORT
Qinzhou Anchorage,77309791572,C}TS7309791572,0,N/A,ANCHORAGE
Qinzhou Bulk Terminal,77309778450,C}TS7309778450,0,N/A,BERTH
Qinzhou SDIC Coal Berth,77309761287,C}TS7309761287,0,N/A,BERTH
Qinzhou SDIC Coal Terminal,77309761288,C}TS7309761288,0,N/A,BERTH
Qinzhou SDIC LPG Berth,77309787502,C}TS7309787502,0,N/A,BERTH
Qua Iboe,77309542607,C}TS7309542607,0,West Africa,PORT
Qua Iboe Terminal,77309542609,C}TS7309542609,0,N/A,BERTH
Quai Butanier (Port Nador),77309831290,C}TS7309831290,0,N/A,BERTH
Quai Petrolier (Agadir),77309823616,C}TS7309823616,0,N/A,BERTH
Quai Petrolier (Nador),77309831167,C}TS7309831167,0,N/A,BERTH
Quanzhou,77309538991,C}TS7309538991,0,Shanghai,PORT
Quanzhou Anchorage,77309791573,C}TS7309791573,0,N/A,ANCHORAGE
Quanzhou Pacific Container Terminal (Shiu Area),77309541084,C}TS7309541084,0,N/A,BERTH
Quay Brule Tabac,77309541048,C}TS7309541048,0,N/A,BERTH
Quay des Flamands Bulk Terminal,77309541852,C}TS7309541852,0,N/A,BERTH
Quebec,77309533651,C}TS7309533651,0,Quebec,PORT
Queen Alexandra Dock - Oil Berth1 (Cardiff),77309830384,C}TS7309830384,0,N/A,BERTH
"Queen Elisabeth Cruise Terminal (Berths 38,39)",77309540001,C}TS7309540001,0,N/A,BERTH
Queen Elizabeth Dock Roro Berths,77309540792,C}TS7309540792,0,N/A,BERTH
"Queen Elizabeth II Quay (berths 1,1a,2)",77309540798,C}TS7309540798,0,N/A,BERTH
"Queen Elizabeth II Quay (berths 3,4,5,6)",77309540799,C}TS7309540799,0,N/A,BERTH
Quelimane,77309533243,C}TS7309533243,0,East Africa,PORT
Quellon,77309534323,C}TS7309534323,0,Chile,PORT
Quequen,77309535486,C}TS7309535486,0,Buenos Aires,PORT
Quequen Berth 1,77309823998,C}TS7309823998,0,N/A,BERTH
Quequen Grain Terminal (Necochea),77309779375,C}TS7309779375,0,N/A,BERTH
Quezon Power Plant Berth (Mauban),77309841219,C}TS7309841219,0,N/A,BERTH
Qui Nhon,77309538868,C}TS7309538868,0,Canton,PORT
Qui Nhon MPP Pier (generic name),77309541973,C}TS7309541973,0,N/A,BERTH
Quimicos Terminal,77309867033,C}TS7309867033,0,N/A,BERTH
Quincy,77309537449,C}TS7309537449,0,US Atlantic Coast,PORT
Quinfuquena Terminal,77309533526,C}TS7309533526,0,SW Africa,PORT
Quintero,77309534341,C}TS7309534341,0,Chile,PORT
Quintero LNG Terminal,77309541928,C}TS7309541928,0,N/A,BERTH
Quintero Tank loading / discharging Bouys (East),77309542229,C}TS7309542229,0,N/A,BERTH
Quintero Tank loading / discharging Bouys (West),77309542230,C}TS7309542230,0,N/A,BERTH
Quy Nhon,77309531315,C}TS7309531315,0,Canton,PORT
Raa,77309537459,C}TS7309537459,0,Baltic,PORT
Raahe,77309532247,C}TS7309532247,0,Baltic,PORT
Rabaul,77309531522,C}TS7309531522,0,Kumul Marine Terminal,PORT
Rabigh,77309533338,C}TS7309533338,0,Red Sea (Yanbu),PORT
Rabigh Power Plant Berths,77309729104,C}TS7309729104,0,N/A,BERTH
Racine,77309534985,C}TS7309534985,0,E Coast Canada,PORT
Racine Terminal,77309541769,C}TS7309541769,0,N/A,BERTH
Rades,77309539038,C}TS7309539038,0,Malta,PORT
Rades / La Goulette Ferry Terminal (generic name),77309540497,C}TS7309540497,0,N/A,BERTH
Rades Container Terminal (generic name),77309540821,C}TS7309540821,0,N/A,BERTH
Rades Multivrac Wharf,77309905784,C}TS7309905784,0,N/A,BERTH
Radicatel MPP Terminal,77309539469,C}TS7309539469,0,N/A,BERTH
RAF Akrotiri Buoy Berth,77309838317,C}TS7309838317,0,N/A,BERTH
Raffineria Di Milazzo,77309542278,C}TS7309542278,0,N/A,BERTH
Raffles Reserved Anchorage,77309542887,C}TS7309542887,0,N/A,ANCHORAGE
Rafina,77309534603,C}TS7309534603,0,Greece,PORT
Rafnes,77309532394,C}TS7309532394,0,UK Continent,PORT
Raices Dock,77309540032,C}TS7309540032,0,N/A,BERTH
Raices Dock MPP Extension,77309540033,C}TS7309540033,0,N/A,BERTH
Rail Barge Terminal_Pier 37-38 (Galveston),77309838505,C}TS7309838505,0,N/A,BERTH
Rain Cll Terminal Coke Jetty (Lake Charles),77309838844,C}TS7309838844,0,N/A,BERTH
Rainbow Bulk Terminal (Beaumont),77309907505,C}TS7309907505,0,N/A,BERTH
Ramallo,77309543001,C}TS7309543001,0,Buenos Aires,PORT
Ramsgate,77309531143,C}TS7309531143,0,UK Continent,PORT
Rana Gruber Terminal (Mo i Rana),77309780050,C}TS7309780050,0,N/A,BERTH
Randers,77309531543,C}TS7309531543,0,Baltic,PORT
Raoping,77309542200,C}TS7309542200,0,Canton,PORT
Rapid Petronas Pengerang Terminal,77309907963,C}TS7309907963,0,N/A,BERTH
Ras al Khafji,77309532835,C}TS7309532835,0,Arabian Gulf,PORT
Ras Al Khafji SBM 1 (test),77309729054,C}TS7309729054,0,N/A,BERTH
Ras Al Khafji SBM 2 (test),77309729055,C}TS7309729055,0,N/A,BERTH
Ras Al Khafji-Sea Berth 1,77309729056,C}TS7309729056,0,N/A,BERTH
Ras Al Khafji-Sea Berth 2,77309729057,C}TS7309729057,0,N/A,BERTH
Ras Al Khaimah,77309533515,C}TS7309533515,0,Arabian Gulf,PORT
Ras Al Khair,77309537476,C}TS7309537476,0,Arabian Gulf,PORT
ras al khair (test),77309780765,C}TS7309780765,0,Arabian Gulf,PORT
Ras al Mishab,77309532846,C}TS7309532846,0,Arabian Gulf,PORT
Ras Alkatheeb,77309531344,C}TS7309531344,0,Aden,PORT
Ras Bahregan,77309532728,C}TS7309532728,0,Arabian Gulf,PORT
Ras Bahregan Oil Terminal,77309780785,C}TS7309780785,0,N/A,BERTH
Ras Budran,77309532322,C}TS7309532322,0,Suez Canal,PORT
Ras Gharib,77309531919,C}TS7309531919,0,Suez Canal,PORT
Ras Isa Marine Terminal,77309542249,C}TS7309542249,0,Aden,PORT
Ras Isa Oil Transhipment Terminal,77309542250,C}TS7309542250,1,N/A,BERTH
Ras Laffan,77309532144,C}TS7309532144,0,Arabian Gulf,PORT
Ras Laffan - LNG Berth 1,77309557109,C}TS7309557109,0,N/A,BERTH
Ras Laffan - LNG Berth 2,77309557110,C}TS7309557110,0,N/A,BERTH
Ras Laffan - LNG Berth 3,77309557111,C}TS7309557111,0,N/A,BERTH
Ras Laffan - LNG Berth 4,77309557112,C}TS7309557112,0,N/A,BERTH
Ras Laffan - LNG Berth 5 (new),77309557113,C}TS7309557113,0,N/A,BERTH
Ras Laffan - LNG Berth 6 (new),77309557114,C}TS7309557114,0,N/A,BERTH
Ras Laffan - SPM 1,77309557098,C}TS7309557098,0,N/A,BERTH
Ras Laffan - SPM 2,77309557099,C}TS7309557099,0,N/A,BERTH
Ras Laffan Anchorage,77309543015,C}TS7309543015,0,N/A,ANCHORAGE
Ras Laffan East Docks,77309539906,C}TS7309539906,0,N/A,BERTH
Ras Laffan LBP 20,77309898098,C}TS7309898098,0,N/A,BERTH
Ras Laffan LBP 21,77309898099,C}TS7309898099,0,N/A,BERTH
Ras Laffan LBP 22,77309898100,C}TS7309898100,0,N/A,BERTH
Ras Laffan LBP 23,77309898101,C}TS7309898101,0,N/A,BERTH
Ras Laffan LBP 24,77309898102,C}TS7309898102,0,N/A,BERTH
Ras Laffan LBP 25,77309898103,C}TS7309898103,0,N/A,BERTH
Ras Laffan LBP 30,77309898104,C}TS7309898104,0,N/A,BERTH
Ras Laffan LBP 31,77309898105,C}TS7309898105,0,N/A,BERTH
Ras Laffan MPP and Roro Berths,77309539903,C}TS7309539903,0,N/A,BERTH
Ras Laffan New Outer Port Berths,77309539904,C}TS7309539904,0,N/A,BERTH
Ras Laffan Sulphur Berth,77309539902,C}TS7309539902,0,N/A,BERTH
Ras Laffan West Docks,77309539905,C}TS7309539905,0,N/A,BERTH
Ras Lanuf,77309532633,C}TS7309532633,0,Malta,PORT
Ras Lanuf - SPM 3,77309841470,C}TS7309841470,0,N/A,BERTH
Ras Lanuf - SPM 4,77309841471,C}TS7309841471,0,N/A,BERTH
Ras Sadat Offshore Terminal,77309785680,C}TS7309785680,0,Suez Canal,PORT
Ras Shukheir,77309532372,C}TS7309532372,0,Suez Canal,PORT
Ras Shukheir LPG Terminal,77309775698,C}TS7309775698,0,N/A,BERTH
Ras Sudr,77309532336,C}TS7309532336,0,Suez Canal,PORT
Ras Tanura,77309531968,C}TS7309531968,0,Arabian Gulf,PORT
Ras Tanura - Crude South Pier - Berth 1,77309543114,C}TS7309543114,0,N/A,BERTH
Ras Tanura - Crude South Pier - Berth 2,77309543115,C}TS7309543115,0,N/A,BERTH
Ras Tanura - Crude South Pier - Berth 3,77309543116,C}TS7309543116,0,N/A,BERTH
Ras Tanura - Crude South Pier - Berth 4,77309557051,C}TS7309557051,0,N/A,BERTH
Ras Tanura - Sea Island 1 - Berth 12,77309543106,C}TS7309543106,0,N/A,BERTH
Ras Tanura - Sea Island 1 - Berth 14,77309543107,C}TS7309543107,0,N/A,BERTH
Ras Tanura - Sea Island 2 - Berth 15,77309543108,C}TS7309543108,0,N/A,BERTH
Ras Tanura - Sea Island 2 - Berth 16,77309543109,C}TS7309543109,0,N/A,BERTH
Ras Tanura - Sea Island 3 - Berth 17,77309543110,C}TS7309543110,0,N/A,BERTH
Ras Tanura - Sea Island 3 - Berth 18,77309543111,C}TS7309543111,0,N/A,BERTH
Ras Tanura - Sea Island 4 - Berth 19,77309543112,C}TS7309543112,0,N/A,BERTH
Ras Tanura - Sea Island 4 - Berth 20,77309543113,C}TS7309543113,0,N/A,BERTH
Ras Tanura North Pier - Berth 10,77309848785,C}TS7309848785,0,N/A,BERTH
Ras Tanura North Pier - Berth 11,77309848786,C}TS7309848786,0,N/A,BERTH
Ras Tanura North Pier - Berth 6,77309848781,C}TS7309848781,0,N/A,BERTH
Ras Tanura North Pier - Berth 7,77309848782,C}TS7309848782,0,N/A,BERTH
Ras Tanura North Pier - Berth 8,77309848783,C}TS7309848783,0,N/A,BERTH
Ras Tanura North Pier - Berth 9,77309848784,C}TS7309848784,0,N/A,BERTH
Ras Tanura South Anchorage,77309943467,C}TS7309943467,0,N/A,ANCHORAGE
Ras Tanura-North Pier,77309729052,C}TS7309729052,0,N/A,BERTH
Ratnagiri,77309534190,C}TS7309534190,0,W Coast India,PORT
Rau Qua Terminal,77309540913,C}TS7309540913,0,N/A,BERTH
Rauma,77309532256,C}TS7309532256,0,Baltic,PORT
Rauma Container Terminal,77309541281,C}TS7309541281,0,N/A,BERTH
"Rauma Roro Berths 1,2,3,4,5,6",77309540768,C}TS7309540768,0,N/A,BERTH
Ravenna,77309531567,C}TS7309531567,0,Adriatic,PORT
Ravenna Anchorage,77309539201,C}TS7309539201,0,N/A,ANCHORAGE
Ravensbourne,77309533505,C}TS7309533505,0,New Zealand,PORT
Ravenstein,77309708563,C}TS7309708563,0,UK Continent,PORT
Ravva Field - SBM - Crude,77309557328,C}TS7309557328,0,N/A,BERTH
Rayong,77309538624,C}TS7309538624,0,Thailand,PORT
Rayong Anchorage,77309542808,C}TS7309542808,0,N/A,ANCHORAGE
Rayong Tank Terminal (Map Ta Phut),77309853641,C}TS7309853641,0,N/A,BERTH
RBT Bulk (RTM),77309542192,C}TS7309542192,0,N/A,BERTH
Recalada Lightship & Pilot Station,77309538178,C}TS7309538178,0,Buenos Aires,PORT
Recife,77309543123,C}TS7309543123,0,Recife,PORT
Recife Pier 1,77309853628,C}TS7309853628,0,N/A,BERTH
Red Dog (Kivalina),77309780260,C}TS7309780260,0,Alaska,PORT
Red Funnel Southampton Ferry Terminal,77309540536,C}TS7309540536,0,N/A,BERTH
Red Hook Container Terminal,77309541519,C}TS7309541519,0,N/A,BERTH
Red Hook Terminal 9B (New York),77309839249,C}TS7309839249,0,N/A,BERTH
Red Hook Terminal Wharf 11 (New York),77309839250,C}TS7309839250,0,N/A,BERTH
Red Horse Cement Berth,77309542323,C}TS7309542323,0,N/A,BERTH
Red Sea Gateway Terminal,77309541123,C}TS7309541123,0,N/A,BERTH
Redi,77309542522,C}TS7309542522,0,W Coast India,PORT
Redwood City,77309531888,C}TS7309531888,0,US West Coast,PORT
Refidomsa Refinery,77309541866,C}TS7309541866,0,N/A,BERTH
Reganosa Ferrol LNG Terminal (Mugardos),77309539277,C}TS7309539277,0,N/A,BERTH
Regensburg,77309537496,C}TS7309537496,0,Baltic,PORT
Reggio Calabria,77309533046,C}TS7309533046,0,Malta,PORT
Reina SofÃ­a Quay (Concasa Terminal),77309541403,C}TS7309541403,0,N/A,BERTH
Reitlanden Terminal (Afrikahaven),77309779680,C}TS7309779680,0,N/A,BERTH
Reka Kolyma STS,77309943425,C}TS7309943425,1,'-,PORT
Reliance Industries Chemical Plant,77309539610,C}TS7309539610,0,N/A,BERTH
Reliance Industries Jamnagar Refinery,77309539384,C}TS7309539384,0,N/A,BERTH
Remontowa Shipyard (Gdansk),77309824277,C}TS7309824277,0,N/A,BERTH
Rendsburg,77309533036,C}TS7309533036,0,Baltic,PORT
Reni,77309532513,C}TS7309532513,0,Turkey,PORT
Reni Commercial Seaport,77309829880,C}TS7309829880,0,Turkey,PORT
Rennell (Soloman Islands),77309869090,C}TS7309869090,0,Kumul Marine Terminal,PORT
Renova Terminal (Timbues),77309841229,C}TS7309841229,0,N/A,BERTH
Reparaciones Navales Canarias,77309540028,C}TS7309540028,0,N/A,BERTH
REPSOL - Berth E-010 (Cartagena),77309831294,C}TS7309831294,0,N/A,BERTH
Repsol - Berth E025 (Cartagena),77309830019,C}TS7309830019,0,N/A,BERTH
REPSOL - Jetty No.1 (La Coruna),77309830072,C}TS7309830072,0,N/A,BERTH
REPSOL - Jetty No.2 (La Coruna),77309830073,C}TS7309830073,0,N/A,BERTH
REPSOL - Jetty No.3 (La Coruna),77309830075,C}TS7309830075,0,N/A,BERTH
REPSOL - Jetty No.4 (La Coruna),77309830076,C}TS7309830076,0,N/A,BERTH
REPSOL - Plataforma 11S (Tarragona),77309830092,C}TS7309830092,0,N/A,BERTH
REPSOL - Plataforma 35S (Tarragona),77309830307,C}TS7309830307,0,N/A,BERTH
REPSOL - Plataforma 35T (Tarragona),77309841292,C}TS7309841292,0,N/A,BERTH
REPSOL - Plataforma 80S (Tarragona),77309830095,C}TS7309830095,0,N/A,BERTH
REPSOL - Plataforma 80T (Tarragona),77309830096,C}TS7309830096,0,N/A,BERTH
Repsol Tarragona Industrial Complex,77309539602,C}TS7309539602,0,N/A,BERTH
Repsol YPF Chemical Berths (La Plata),77309557355,C}TS7309557355,0,N/A,BERTH
Repsol YPF Gral. Mosconi (Comodoro Rivadavia),77309823999,C}TS7309823999,0,N/A,BERTH
Repsol YPF Oil Berths (La Plata),77309557354,C}TS7309557354,0,N/A,BERTH
"Repsol YPF Terminal (Dock Sud, Buenos Aires)",77309824001,C}TS7309824001,0,N/A,BERTH
Repsol-YPF Orion Tank Pier,77309541991,C}TS7309541991,0,N/A,BERTH
Reserve,77309532467,C}TS7309532467,0,US Gulf,PORT
Rethimnon,77309539070,C}TS7309539070,0,Greece,PORT
Revadanda,77309538317,C}TS7309538317,0,W Coast India,PORT
Revadanda Anchorage,77309898155,C}TS7309898155,0,N/A,ANCHORAGE
Revere,77309539193,C}TS7309539193,0,US Atlantic Coast,PORT
Revierkaia Roro Ferry Terminal (DFDS),77309540509,C}TS7309540509,0,N/A,BERTH
Revithoussa,77309539171,C}TS7309539171,0,Greece,PORT
Revithoussa Island LNG Terminal,77309539484,C}TS7309539484,0,N/A,BERTH
Revoil (Kavalla),77309831223,C}TS7309831223,0,N/A,BERTH
Reydarfjordur,77309538395,C}TS7309538395,0,Iceland,PORT
Reykjavik,77309533851,C}TS7309533851,0,Iceland,PORT
Reykjavik Bunker Terminal,77309539452,C}TS7309539452,0,N/A,BERTH
RG Tanna Coal Terminal,77309540312,C}TS7309540312,0,N/A,BERTH
RGPPL LNG Terminal (Dabhol Power Plant),77309539722,C}TS7309539722,0,N/A,BERTH
Rhenus Bulk Concentrates Terminal Blexen,77309539480,C}TS7309539480,0,N/A,BERTH
Rhenus Coal Terminal,77309539479,C}TS7309539479,0,N/A,BERTH
Rhenus Midgard Dradenauhafen Terminal,77309540901,C}TS7309540901,0,N/A,BERTH
Rhenus Midgard Harburg Terminal,77309540576,C}TS7309540576,0,N/A,BERTH
Rhenus MPP Terminal Maasvlakte (ex DFDS),77309540976,C}TS7309540976,0,N/A,BERTH
Rhin - No 3 (Le Havre),77309830136,C}TS7309830136,0,N/A,BERTH
Rhin - No 4 (Le Havre),77309830137,C}TS7309830137,0,N/A,BERTH
Rhodes,77309533343,C}TS7309533343,0,East Med,PORT
Rhodes Marine Terminal (RPI),77309831169,C}TS7309831169,0,N/A,BERTH
Rhodia Chemical Berth (Baton Rouge),77309838845,C}TS7309838845,0,N/A,BERTH
RI Grain Tml (Hamilton),77309929014,C}TS7309929014,0,N/A,BERTH
Ria de Arosa Anchorage (for several ports),77309542213,C}TS7309542213,0,N/A,ANCHORAGE
Ria de Betanzos Anchorage (also Ferrol),77309542210,C}TS7309542210,0,N/A,ANCHORAGE
Ribeira (Santa Uxia),77309543027,C}TS7309543027,0,Bilbao,PORT
Richards Bay,77309532215,C}TS7309532215,0,Durban,PORT
Richards Bay - Die Duine 208,77309826847,C}TS7309826847,0,N/A,BERTH
Richards Bay - Die Duine 209,77309848607,C}TS7309848607,0,N/A,BERTH
Richards Bay Anchorage,77309539202,C}TS7309539202,0,N/A,ANCHORAGE
Richards Bay Berth 703,77309780768,C}TS7309780768,0,N/A,BERTH
Richards Bay Berth 704,77309780769,C}TS7309780769,0,N/A,BERTH
Richards Bay Berth 801,77309780770,C}TS7309780770,0,N/A,BERTH
Richards Bay Coal Terminal,77309540348,C}TS7309540348,0,N/A,BERTH
Richardson International Grain Terminal,77309540337,C}TS7309540337,0,N/A,BERTH
Richardson International Grain Terminal (Vancouver),77309540338,C}TS7309540338,0,N/A,BERTH
Richmond (California),77309539051,C}TS7309539051,0,US West Coast,PORT
Richmond (Virginia),77309539012,C}TS7309539012,0,US Atlantic Coast,PORT
Richmond Container Terminal (generic name),77309540991,C}TS7309540991,0,N/A,BERTH
Ridham Dock,77309542208,C}TS7309542208,0,UK Continent,PORT
Ridley Island,77309533382,C}TS7309533382,0,W Coast Canada,PORT
Ridley Terminal (Prince Rupert),77309768790,C}TS7309768790,0,N/A,BERTH
Riesco Island (Chile),77309826827,C}TS7309826827,0,Cape Horn,PORT
Rietlanden Terminal,77309564300,C}TS7309564300,0,N/A,BERTH
Riga,77309532527,C}TS7309532527,0,Baltic,PORT
Riga - Berth 1 TBN,77309828299,C}TS7309828299,0,N/A,BERTH
Riga - Berth2 TBN,77309829744,C}TS7309829744,0,N/A,BERTH
Riga Anchorage,77309542768,C}TS7309542768,0,N/A,ANCHORAGE
Riga Central Terminal (Bulk Berths),77309539669,C}TS7309539669,0,N/A,BERTH
Riga Central Terminal (General Cargo Berths),77309539670,C}TS7309539670,0,N/A,BERTH
Riga Coal Terminal,77309539671,C}TS7309539671,0,N/A,BERTH
Riga Passanger Terminal,77309539666,C}TS7309539666,0,N/A,BERTH
Riga Universal Terminal,77309539675,C}TS7309539675,0,N/A,BERTH
Rijeka,77309533846,C}TS7309533846,0,Adriatic,PORT
Rijeka Gateway Terminal,77309540262,C}TS7309540262,0,N/A,BERTH
Rimini,77309537514,C}TS7309537514,0,Adriatic,PORT
Ringaskiddy,77309539006,C}TS7309539006,0,Ireland,PORT
Ringaskiddy Anchorage,77309542831,C}TS7309542831,0,N/A,ANCHORAGE
Ringaskiddy Ferry Terminal (Fastnet Line),77309539800,C}TS7309539800,0,N/A,BERTH
Rio Bueno,77309534862,C}TS7309534862,0,Bahamas,PORT
Rio Cordoba,77309538445,C}TS7309538445,0,Caribbean,PORT
Rio Cordoba Coal berth,77309541877,C}TS7309541877,0,N/A,BERTH
Rio de Janeiro,77309532812,C}TS7309532812,0,Rio de Janeiro,PORT
Rio de Janeiro outer Anchorage,77309542714,C}TS7309542714,0,N/A,ANCHORAGE
Rio Gallegos,77309531912,C}TS7309531912,0,Cape Horn,PORT
Rio Grande,77309532818,C}TS7309532818,0,Buenos Aires,PORT
Rio Grande (Argentina),77309708524,C}TS7309708524,0,Cape Horn,PORT
Rio Grande Anchorage,77309542396,C}TS7309542396,0,N/A,ANCHORAGE
Rio Haina,77309531751,C}TS7309531751,0,Bahamas,PORT
Rio Haina Power Station (generic name),77309541865,C}TS7309541865,0,N/A,BERTH
Rio Tinto Alcan Bell Bay Aluminium Works,77309540368,C}TS7309540368,0,N/A,BERTH
Rio Tinto Alcan Dunkirk Aluminum Works,77309540567,C}TS7309540567,0,N/A,BERTH
